signal_date,holding_end_date,selected_tickers,selected_strategies,portfolio_return_1w,spy_return_1w,excess_return_1w
2021-03-19,2021-03-26,"XLI,XLF","broad-market-trend-hold,broad-market-trend-hold",0.011780132309457514,0.016688918087321758,-0.004908785777864244
2021-03-26,2021-04-05,"XLI,XLF","broad-market-trend-hold,broad-market-trend-hold",0.013926174133738867,0.026213379658683644,-0.012287205524944778
2021-04-09,2021-04-16,"XLY,XLI","broad-market-trend-hold,broad-market-trend-hold",0.01418639363742158,0.014022259758891265,0.0001641338785303148
2021-04-16,2021-04-23,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.0058799649014250055,-0.001246272154242889,-0.0046336927471821165
2021-04-23,2021-04-30,"XLK,XLV","broad-market-trend-hold,broad-market-trend-hold",-0.02001188016695632,0.001343757670769108,-0.021355637837725427
2021-04-30,2021-05-07,"XLY,XLF","broad-market-trend-hold,broad-market-trend-hold",0.017326825399971713,0.011550461215469987,0.0057763641845017255
2021-05-07,2021-05-14,"XLF,XLV","broad-market-trend-hold,broad-market-trend-hold",-0.0011751186849109918,-0.013124250471442056,0.011949131786531064
2021-05-14,2021-05-21,"XLF,XLI","broad-market-trend-hold,broad-market-trend-hold",-0.012028240774201004,-0.00393678089135685,-0.008091459882844154
2021-05-28,2021-06-07,"XLF,XLI","broad-market-trend-hold,broad-market-trend-hold",0.0006012970551748653,0.005118545502206473,-0.004517248447031608
2021-06-04,2021-06-11,"XLE,XLF","broad-market-trend-hold,broad-market-trend-hold",-0.015145771684656528,0.004046359276812739,-0.019192130961469267
2021-06-11,2021-06-18,"XLE,XLV","broad-market-trend-hold,broad-market-trend-hold",-0.03024704668711503,-0.022130009155776897,-0.008117037531338134
2021-06-18,2021-06-25,"INTU,CRM","wait-for-confirmation,wait-for-confirmation",0.011528912303060412,0.028174037273485553,-0.01664512497042514
2021-06-25,2021-07-02,"XLE,XLK","broad-market-trend-hold,broad-market-trend-hold",0.0100674498323583,0.016666313760287155,-0.006598863927928855
2021-07-02,2021-07-12,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.010141142139171166,0.007746899709734079,0.002394242429437088
2021-07-09,2021-07-16,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.007699036159532435,-0.009597705687970248,0.001898669528437813
2021-07-16,2021-07-23,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.028859630627341093,0.019937882358534553,0.00892174826880654
2021-07-23,2021-07-30,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.008553552471725068,-0.003250426576000498,-0.00530312589572457
2021-07-30,2021-08-06,"XLV,XLK","broad-market-trend-hold,broad-market-trend-hold",0.0077478826829595615,0.009076145082474119,-0.001328262399514557
2021-08-06,2021-08-13,"XLV,XLK","broad-market-trend-hold,broad-market-trend-hold",0.003240571088236166,0.0077516401931321255,-0.0045110691048959595
