variant_id,variant_name,active_weeks,active_share,total_trades,avg_trades_per_active_week,strategy_ann_return_net,spy_exposure_ann_return_net,ann_excess_vs_spy_exposure_net,spy_buy_hold_ann_return,ann_excess_vs_spy_buy_hold,strategy_max_drawdown,spy_exposure_max_drawdown,spy_buy_hold_max_drawdown,avg_week_return_net,avg_week_exposure_spy_net,avg_week_excess_net,win_rate_week,exposure_spy_win_rate_week,excess_win_rate_week,return_vol_week,excess_vol_week,sharpe_like_week,information_like_week
supportive_sector_confirmed,Supportive + Sector-Confirmed Breakout,188,0.6886446886446886,856,4.553191489361702,0.19939144397302955,0.014347166141762902,0.18504427783126665,0.1401101080477556,0.05928133592527396,-0.1809858806400948,-0.20806222035666821,-0.25360573583036905,0.005346574005926146,0.00044827947939123314,0.004898294526534913,0.6117021276595744,0.6436170212765957,0.5691489361702128,0.02288279295893096,0.018989127277332294,0.23365041214688886,0.25795258807823707
risk_on_sector_confirmed,Risk-on + Sector-Confirmed Breakout,163,0.5970695970695971,753,4.619631901840491,0.18163881071890287,0.015043278831693652,0.16659553188720921,0.1401101080477556,0.04152870267114728,-0.16995832240902453,-0.1924216693951033,-0.25360573583036905,0.005652900140920181,0.000526110650160825,0.0051267894907593555,0.588957055214724,0.6441717791411042,0.5644171779141104,0.023196277750439188,0.019813052147590365,0.2436985882708337,0.2587581889236015
baseline_current,Current Breakout Confirmation,259,0.9487179487179487,1163,4.4903474903474905,0.09830030148392566,0.061940177696755194,0.03636012378717046,0.1401101080477556,-0.04180980656382993,-0.3348702915857884,-0.24462194355072464,-0.25360573583036905,0.0021286503855215194,0.0012906674121402229,0.0008379829733812963,0.5482625482625483,0.640926640926641,0.5173745173745173,0.021302064890269097,0.01907529038469306,0.09992695057904452,0.043930286589699025
leadership_quality,Leadership-Quality Breakout,177,0.6483516483516484,655,3.7005649717514126,0.034413296386057945,0.02398540605020072,0.010427890335857226,0.1401101080477556,-0.10569681166169764,-0.13248989665285993,-0.15399706412018355,-0.25360573583036905,0.001146179071320706,0.000751634233205253,0.00039454483811545343,0.4971751412429379,0.672316384180791,0.519774011299435,0.016886911505826222,0.014099901458198456,0.06787381285945972,0.0279820989731842
strict_entry_quality,Strict Entry-Quality Breakout,135,0.4945054945054945,356,2.637037037037037,-0.0037008527110390377,0.030460230318220427,-0.034161083029259465,0.1401101080477556,-0.14381096075879463,-0.22658985712538515,-0.09204576966644884,-0.25360573583036905,9.898178515450319e-06,0.001207497742556115,-0.001197599564040665,0.4888888888888889,0.6814814814814815,0.4666666666666667,0.017504038353203848,0.014998408155993185,0.0005654797090660287,-0.07984844468725293
