signal_date,holding_end_date,selected_tickers,selected_strategies,portfolio_return_1w,spy_return_1w,excess_return_1w
2021-03-19,2021-03-26,"XLI,DE","broad-market-trend-hold,wait-for-confirmation",0.009333414549981434,0.016688918087321758,-0.007355503537340324
2021-03-26,2021-04-05,"XLI,BNY","broad-market-trend-hold,wait-for-confirmation",0.01528178692695159,0.026213379658683644,-0.010931592731732054
2021-04-09,2021-04-16,"TXN,HD","extended-strength-wait,extended-strength-wait",0.004906827227786792,0.014022259758891265,-0.009115432531104473
2021-04-16,2021-04-23,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.0058799649014250055,-0.001246272154242889,-0.0046336927471821165
2021-04-23,2021-04-30,"QQQ,NVDA","broad-market-trend-hold,extended-strength-wait",-0.010483459170095633,0.001343757670769108,-0.01182721684086474
2021-04-30,2021-05-07,"QQQ,WFC","broad-market-trend-hold,extended-strength-wait",0.010930557408302233,0.011550461215469987,-0.0006199038071677543
2021-05-07,2021-05-14,"XLF,WFC","broad-market-trend-hold,extended-strength-wait",0.005835709664243405,-0.013124250471442056,0.01895996013568546
2021-05-14,2021-05-21,"XLF,XLI","broad-market-trend-hold,broad-market-trend-hold",-0.012028240774201004,-0.00393678089135685,-0.008091459882844154
2021-05-28,2021-06-07,"INTU,C","extended-strength-wait,wait-for-confirmation",0.024445027844632428,0.005118545502206473,0.019326482342425955
2021-06-04,2021-06-11,"XLE,AMT","broad-market-trend-hold,extended-strength-wait",0.002467976723210974,0.004046359276812739,-0.0015783825536017648
2021-06-11,2021-06-18,"XLE,INTU","broad-market-trend-hold,extended-strength-wait",-0.02568221595079201,-0.022130009155776897,-0.0035522067950151115
2021-06-18,2021-06-25,"INTU,CRM","wait-for-confirmation,wait-for-confirmation",0.011528912303060412,0.028174037273485553,-0.01664512497042514
2021-06-25,2021-07-02,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.029074833968840696,0.016666313760287155,0.012408520208553542
2021-07-02,2021-07-12,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.010141142139171166,0.007746899709734079,0.002394242429437088
2021-07-09,2021-07-16,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.007699036159532435,-0.009597705687970248,0.001898669528437813
2021-07-16,2021-07-23,"QQQ,NKE","broad-market-trend-hold,extended-strength-wait",0.035183859566704556,0.019937882358534553,0.015245977208170003
2021-07-23,2021-07-30,"QQQ,INTU","broad-market-trend-hold,extended-strength-wait",-0.0034722667987500677,-0.003250426576000498,-0.00022184022274956972
2021-07-30,2021-08-06,"QQQ,PFE","broad-market-trend-hold,extended-strength-wait",0.03116840058051429,0.009076145082474119,0.02209225549804017
2021-08-06,2021-08-13,"QQQ,DHR","broad-market-trend-hold,extended-strength-wait",0.014030970376460394,0.0077516401931321255,0.006279330183328269
2021-08-13,2021-08-20,"XLF,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.013012195399689563,-0.005741002868414058,-0.0072711925312755055
2021-08-20,2021-08-27,"QQQ,PFE","broad-market-trend-hold,extended-strength-wait",-0.010457959018841778,0.01554045217448774,-0.025998411193329518
2021-08-27,2021-09-03,"XLF,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.004570141449303289,0.00628536717882433,-0.01085550862812762
2021-09-03,2021-09-13,"QQQ,NFLX","broad-market-trend-hold,extended-strength-wait",-0.007916303911414624,-0.014346252742645116,0.006429948831230492
2021-09-10,2021-09-17,"NVDA,ACN","wait-for-confirmation,wait-for-confirmation",-0.022391460320045853,-0.009069703041440058,-0.013321757278605795
2021-10-15,2021-10-22,"XLF,XLE","broad-market-trend-hold,broad-market-trend-hold",0.019454366643583132,0.016260345121663855,0.003194021521919277
2021-10-22,2021-10-29,"XLF,CVX","broad-market-trend-hold,extended-strength-wait",0.0030597892998969756,0.013528436063006133,-0.010468646763109157
2021-10-29,2021-11-05,"XLY,HD","broad-market-trend-hold,extended-strength-wait",0.020638119562143342,0.020206856351218105,0.0004312632109252368
2021-11-05,2021-11-12,"QQQ,XLY","broad-market-trend-hold,broad-market-trend-hold",-0.022571754513117104,-0.002689283010496313,-0.01988247150262079
2021-11-12,2021-11-19,"QQQ,AVGO","broad-market-trend-hold,extended-strength-wait",0.016651069846283173,0.0034670012473627665,0.013184068598920407
2021-11-19,2021-11-29,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.008736755579893452,-0.009149285356691683,0.00041252977679823166
2021-12-10,2021-12-17,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.0364706033440903,-0.023091293161168425,-0.013379310182921877
2021-12-31,2022-01-07,"QQQ,AVGO","broad-market-trend-hold,extended-strength-wait",-0.057369568502592505,-0.018675246919248045,-0.03869432158334446
2022-03-18,2022-03-25,"BRK-B,ABBV","extended-strength-wait,extended-strength-wait",0.030564609444981627,0.018379406167678747,0.01218520327730288
2022-03-25,2022-04-01,"XLE,UNP","extended-strength-wait,extended-strength-wait",-0.03527478829955538,0.0005080982241438825,-0.035782886523699264
2022-04-01,2022-04-08,"AMZN,NVDA","extended-strength-wait,extended-strength-wait",-0.09507144277122925,-0.011812253698012642,-0.08325918907321661
2022-04-08,2022-04-18,"XLV,ABBV","broad-market-trend-hold,extended-strength-wait",-0.0646054429269628,-0.02144917207680841,-0.04315627085015439
2022-05-27,2022-06-06,"CVX,T","wait-for-confirmation,wait-for-confirmation",-0.012286458337999406,-0.00835621330997327,-0.003930245028026136
2022-06-03,2022-06-10,"CVX,IBM","wait-for-confirmation,wait-for-confirmation",-0.0238661690333708,-0.05051887835600266,0.026652709322631862
2022-06-24,2022-07-01,"IBM,TMUS","wait-for-confirmation,wait-for-confirmation",-0.004293311812725242,-0.022662009439576636,0.018368697626851394
2022-07-08,2022-07-15,"TMUS,LLY","wait-for-confirmation,wait-for-confirmation",0.007788362469016152,-0.009108005306872169,0.01689636777588832
2022-07-15,2022-07-22,"UNH,LLY","wait-for-confirmation,wait-for-confirmation",-0.01216901823646599,0.02586137493522167,-0.03803039317168766
2022-07-22,2022-07-29,"AAPL,SBUX","extended-strength-wait,extended-strength-wait",0.034439781061287866,0.042775048857554676,-0.00833526779626681
2022-07-29,2022-08-05,"XLY,XLK","broad-market-trend-hold,broad-market-trend-hold",0.014252005898090392,0.00359234695359012,0.010659658944500272
2022-08-05,2022-08-12,"XLY,XLK","broad-market-trend-hold,broad-market-trend-hold",0.029250188414603695,0.032964918476726446,-0.003714730062122751
2022-08-12,2022-08-19,"XLI,XLY","broad-market-trend-hold,broad-market-trend-hold",-0.012011735067402995,-0.011613185165527673,-0.00039854990187532247
2022-08-19,2022-08-26,"XLE,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.0026117484991713957,-0.03986832924109307,0.037256580741921674
2022-10-21,2022-10-28,"LLY,GILD","wait-for-confirmation,wait-for-confirmation",0.11274201645349913,0.039354458127305536,0.07338755832619359
2022-10-28,2022-11-04,"XLE,COP","broad-market-trend-hold,extended-strength-wait",0.032405375053046415,-0.032568976576961894,0.06497435163000831
2022-11-04,2022-11-11,"CAT,GILD","wait-for-confirmation,wait-for-confirmation",0.028170715337007768,0.0588813692114416,-0.030710653874433835
2022-11-11,2022-11-18,"XLE,XLI","broad-market-trend-hold,broad-market-trend-hold",-0.008505365718908198,-0.006223208766541921,-0.0022821569523662766
2022-11-18,2022-11-28,"GILD,GS","extended-strength-wait,extended-strength-wait",0.013673903817764232,-0.0003029950194616271,0.01397689883722586
2022-11-25,2022-12-02,"QQQ,GILD","broad-market-trend-hold,extended-strength-wait",0.025867141619196232,0.011383732862827678,0.014483408756368554
2022-12-02,2022-12-09,"QQQ,MA","broad-market-trend-hold,extended-strength-wait",-0.033557345174236364,-0.03349636224262165,-6.098293161471702e-05
2023-01-06,2023-01-13,"AVGO,ORCL","wait-for-confirmation,wait-for-confirmation",0.012650224270123134,0.02685016952244723,-0.014199945252324098
2023-01-13,2023-01-23,"MA,SBUX","extended-strength-wait,extended-strength-wait",-0.0006950915892578458,0.005345056167660012,-0.0060401477569178574
2023-01-20,2023-01-27,"TMO,GE","extended-strength-wait,extended-strength-wait",0.01885359178120638,0.02475494511492138,-0.005901353333714998
2023-01-27,2023-02-03,"V,GE","extended-strength-wait,extended-strength-wait",-0.010459601657027695,0.016441563666327985,-0.02690116532335568
2023-02-03,2023-02-10,"XLY,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.021153541800964792,-0.010452279604215131,-0.010701262196749661
2023-02-10,2023-02-17,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.00044117738913623805,-0.0019115742646863554,0.0023527516538225934
2023-02-17,2023-02-27,"UBER,RTX","wait-for-confirmation,wait-for-confirmation",-0.02911908347722536,-0.023400281271862,-0.00571880220536336
2023-03-17,2023-03-24,"AVGO,GE","wait-for-confirmation,wait-for-confirmation",0.010101368367949948,0.014769634887714433,-0.004668266519764486
2023-03-24,2023-03-31,"AVGO,GE","wait-for-confirmation,wait-for-confirmation",0.02736821805929268,0.03446624042561597,-0.007098022366323287
2023-03-31,2023-04-10,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.01145565371943158,0.0005373133082249293,-0.01199296702765651
2023-04-14,2023-04-21,"QQQ,LLY","broad-market-trend-hold,extended-strength-wait",0.010947120708388658,-0.0006303138569383471,0.011577434565327005
2023-04-21,2023-04-28,"QQQ,LLY","broad-market-trend-hold,extended-strength-wait",0.02318004743950275,0.009048957686290882,0.014131089753211867
2023-04-28,2023-05-05,"QQQ,ISRG","broad-market-trend-hold,extended-strength-wait",0.0065868590922874,-0.007933998151321453,0.014520857243608853
2023-05-05,2023-05-12,"QQQ,ISRG","broad-market-trend-hold,extended-strength-wait",0.003953367191840584,-0.0025204384863316553,0.00647380567817224
2023-05-12,2023-05-19,"QQQ,LLY","broad-market-trend-hold,extended-strength-wait",0.026809860072300462,0.017080101173123863,0.0097297588991766
2023-05-19,2023-05-26,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.040844169531428665,0.003344307278233316,0.03749986225319535
2023-05-26,2023-06-05,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.012848214151908621,0.016856381303351098,-0.004008167151442477
2023-06-02,2023-06-09,"QQQ,XLY","broad-market-trend-hold,broad-market-trend-hold",0.013164318957514964,0.004626987302813745,0.008537331654701219
2023-06-09,2023-06-16,"XLY,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.03500918417672538,0.022237724341293452,0.01277145983543193
2023-06-16,2023-06-26,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",-0.03052954567361682,-0.018249645404846082,-0.012279900268770738
2023-06-23,2023-06-30,"XLY,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.022664802910628334,0.023245094810475875,-0.0005802918998475404
2023-06-30,2023-07-10,"XLY,XLI","broad-market-trend-hold,broad-market-trend-hold",0.0020525558442088254,-0.008166384964709006,0.010218940808917831
2023-07-07,2023-07-14,"XLY,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.03390011739536003,0.024467019233833875,0.009433098161526154
2023-07-14,2023-07-21,"QQQ,FDX","broad-market-trend-hold,extended-strength-wait",-0.00022590469607275399,0.006454758512205672,-0.006680663208278426
2023-07-21,2023-07-28,"XLF,XLE","broad-market-trend-hold,broad-market-trend-hold",0.008342541692288208,0.010482597259343418,-0.00214005556705521
2023-07-28,2023-08-04,"QQQ,PLTR","broad-market-trend-hold,extended-strength-wait",-0.0039670930328795095,-0.022126445706103004,0.018159352673223494
2023-09-01,2023-09-11,"CSCO,INTU","extended-strength-wait,extended-strength-wait",-0.008917451300967882,-0.006072807951303827,-0.0028446433496640555
2023-09-08,2023-09-15,"ADBE,NOW","wait-for-confirmation,wait-for-confirmation",-0.045153143723191014,-0.004825807931186699,-0.040327335792004315
2023-10-06,2023-10-13,"UNH,META","wait-for-confirmation,wait-for-confirmation",0.012727307837977708,0.004563000922120475,0.008164306915857233
2023-10-13,2023-10-20,"UNH,AMGN","wait-for-confirmation,wait-for-confirmation",-0.020776556067415186,-0.023893389475304172,0.003116833407888986
2023-11-03,2023-11-10,"MSFT,NKE","extended-strength-wait,extended-strength-wait",0.019472017036656075,0.013618861434371743,0.005853155602284332
2023-11-10,2023-11-17,"NFLX,NOW","extended-strength-wait,extended-strength-wait",0.03631133751099269,0.02310438603709075,0.01320695147390194
2023-11-17,2023-11-27,"XLK,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.008430332777643823,0.00818563493303004,0.00024469784461378374
2023-11-24,2023-12-01,"XLK,XLY","broad-market-trend-hold,broad-market-trend-hold",0.011642289443425602,0.008346185838851383,0.0032961036045742187
2023-12-01,2023-12-08,"QQQ,UBER","broad-market-trend-hold,extended-strength-wait",0.04078447109802641,0.0023960054212408544,0.038388465676785555
2023-12-08,2023-12-15,"XLY,QQQ","broad-market-trend-hold,broad-market-trend-hold",0.03417093355805578,0.019839144117899332,0.01433178944015645
2023-12-15,2023-12-22,"XLY,XLI","broad-market-trend-hold,broad-market-trend-hold",0.001239917744256358,0.009204626697240759,-0.0079647089529844
2023-12-22,2024-01-02,"QQQ,CRM","broad-market-trend-hold,extended-strength-wait",-0.02625621020452118,-0.0021112636184653644,-0.024144946586055815
2023-12-29,2024-01-08,"QQQ,COF","broad-market-trend-hold,extended-strength-wait",0.004296818744766784,-0.0014937439959710197,0.0057905627407378035
2024-01-12,2024-01-22,"QQQ,BNY","broad-market-trend-hold,extended-strength-wait",0.01467513962175182,0.014202441124594678,0.0004726984971571424
2024-01-19,2024-01-26,"QQQ,MSFT","broad-market-trend-hold,extended-strength-wait",0.009719094950832341,0.010322764052679734,-0.0006036691018473928
2024-01-26,2024-02-02,"QQQ,VZ","broad-market-trend-hold,extended-strength-wait",0.00295087145676709,0.014238530988825104,-0.011287659532058014
