variant_id,variant_name,sample_size,avg_fwd_5d_return,avg_fwd_10d_return,avg_fwd_15d_return,avg_excess_5d_return,avg_excess_10d_return,avg_excess_15d_return,win_rate_5d,win_rate_10d,win_rate_15d,true_rebound_share,damaged_or_broad_dip_share,defensive_share,stress_share,sector_confirmed_share
defensive_spy_below_ma50_reclaim_20dma,Defensive SPY Stress + 20DMA Reclaim,2,-0.05016165728182459,0.05906169607086903,0.09987405753573275,-0.04667631234550851,0.046382847887540934,0.0800382547231131,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0
stress_moderate_sector_confirmed,Stress Moderate Band + Sector Confirmed,3,0.016528332782634807,0.010164657407161696,0.0050734288507492025,0.041706747011539945,0.028129686804478582,0.04915922951857258,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,1.0
defensive_moderate_band_near_50dma,Defensive Moderate Oversold Near 50DMA,54,0.0034971841422323114,0.005648884580582095,0.01529230853172739,0.0035224949266913653,0.014296908092720724,0.017939296146772893,0.5,0.5,0.48148148148148145,0.9814814814814815,0.0,1.0,1.0,0.05555555555555555
stress_v1,Stress-Regime v1 Oversold Rebound,158,0.00643981320870721,0.005288649032796148,0.015279783313188524,0.002264322668369829,0.008078716644285833,0.01517610848935565,0.5569620253164557,0.5,0.5063291139240507,0.740506329113924,0.0,0.9493670886075949,1.0,0.04430379746835443
defensive_v1,Defensive v1 Oversold Rebound,150,0.006088833661179342,0.003743310756495898,0.014004279427898024,0.0017932701690068,0.006753857229759297,0.013441450809547012,0.56,0.49333333333333335,0.5066666666666667,0.74,0.0,1.0,1.0,0.04666666666666667
defensive_deep_band_near_50dma,Defensive Deep Oversold Near 50DMA,45,0.009819547158704964,-0.0032517196396003763,-0.003660188469235116,0.00233390680835168,0.0013599543325777397,0.005728524044503791,0.6,0.4666666666666667,0.4666666666666667,0.5555555555555556,0.0,1.0,1.0,0.022222222222222223
v1_baseline_current,Current v1 Oversold Rebound,259,0.00279411449849656,-0.0016162915642570859,0.00868897536271561,-0.00048153482160898667,-0.00038455006594096183,0.006084842289638274,0.5057915057915058,0.47876447876447875,0.5019305019305019,0.6795366795366795,0.0,0.5791505791505791,0.61003861003861,0.20463320463320464
stress_moderate_reclaim_50dma,Stress Moderate Band + 50DMA Reclaim,11,0.009900027999381248,0.014459134993243057,0.031069750820583154,-0.004226807066862192,-0.0015479230479737477,0.011200090604679717,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0,0.0,1.0,1.0,0.0
