variant_id,variant_name,sector,sample_size,avg_fwd_5d_return,avg_fwd_10d_return,avg_fwd_15d_return,avg_excess_5d_return,avg_excess_10d_return,avg_excess_15d_return,win_rate_10d
stress_v1,Stress-Regime v1 Oversold Rebound,Energy,4,0.018815936257060267,0.0006272786180521184,0.03178001358123625,0.00819031376141413,0.0023988125347973177,0.009424182621910582,0.5
stress_v1,Stress-Regime v1 Oversold Rebound,Materials,1,0.03201862115604981,0.051256426263257104,0.10893652567468282,0.034284731018398684,0.03949323054794829,0.046199378256637,1.0
stress_v1,Stress-Regime v1 Oversold Rebound,Utilities,1,-0.0371485543088198,-0.051961639889767985,-0.09593797667158865,-0.03420921828369228,0.0043579554807581244,-0.0612236665535667,0.0
v1_baseline_current,Current v1 Oversold Rebound,Information Technology,87,0.007322583020798971,0.0051234430840791665,0.014544569663842093,0.004458191927046675,0.006734474891142301,0.009833103081445197,0.4827586206896552
v1_baseline_current,Current v1 Oversold Rebound,Industrials,36,0.010034555924502987,0.008221753994105317,0.021228288030015186,0.00402649644717229,0.007544399343154139,0.021292576361616286,0.5277777777777778
v1_baseline_current,Current v1 Oversold Rebound,Consumer Discretionary,32,-0.005925629204850576,-0.016007863256045838,-0.010950551300549418,-0.007002571155266112,-0.007246256330159368,-0.007028702989465386,0.4375
v1_baseline_current,Current v1 Oversold Rebound,Financials,29,0.008590029364313634,0.005475835750536665,0.02638145879784779,-0.001434579157241131,-0.007008846928680772,0.008294218357486817,0.6551724137931034
v1_baseline_current,Current v1 Oversold Rebound,Health Care,27,-0.011922273369651246,-0.008704889396012994,-0.011968534738461378,-0.00925520093437474,-0.0014672851163308577,0.003455892600936175,0.4444444444444444
v1_baseline_current,Current v1 Oversold Rebound,Communication Services,19,0.0015256587221670395,-0.019435454934064306,-0.0011001655655021752,0.0010405826783467826,-0.011620078369446557,-0.0015403288462289351,0.3157894736842105
v1_baseline_current,Current v1 Oversold Rebound,Consumer Staples,11,-0.00029154106717928355,-0.0065904045699973065,-0.012060018517235765,0.00041699362484770575,0.0010708953631104468,-0.00046177682981078536,0.5454545454545454
v1_baseline_current,Current v1 Oversold Rebound,Energy,8,-0.0015925561537313698,-0.005884776816249437,0.01750205011390618,-0.01669121826315101,-0.01988173587552859,-0.010588401066463873,0.375
v1_baseline_current,Current v1 Oversold Rebound,Real Estate,5,-0.008686714277680108,-0.023468744104774553,-0.00485819400987939,-0.010825009094097426,-0.0260178114912899,-0.018747967058715308,0.2
v1_baseline_current,Current v1 Oversold Rebound,Utilities,4,-0.003461895382575547,-0.004231050829301614,0.014563964106146576,-0.003236632748995355,-0.005922835846465857,0.0029079894394528905,0.25
v1_baseline_current,Current v1 Oversold Rebound,Materials,1,0.03201862115604981,0.051256426263257104,0.10893652567468282,0.034284731018398684,0.03949323054794829,0.046199378256637,1.0
