variant_id,variant_name,candidate_count,candidate_weeks,avg_candidate_rank_score,avg_candidate_5d_return,avg_candidate_5d_excess,candidate_win_rate_5d
top1_sector_supportive_strict_rs,Top 1 Sector ETFs / Supportive Strict RS,199,118,0.10665944632718048,0.0040578911637525516,0.0008487166441812536,0.5577889447236181
top2_sector_supportive_strict_rs,Top 2 Sector ETFs / Supportive Strict RS,199,118,0.10665944632718048,0.0040578911637525516,0.0008487166441812536,0.5577889447236181
top1_all_supportive_strict_rs,Top 1 All ETFs / Supportive Strict RS,254,124,0.10095651125186467,0.004252223664413936,0.0008359064910805734,0.5590551181102362
top2_all_supportive_strict_rs,Top 2 All ETFs / Supportive Strict RS,254,124,0.10095651125186467,0.004252223664413936,0.0008359064910805734,0.5590551181102362
top1_broad_supportive_trend,Top 1 Broad ETFs / Supportive Trend,239,133,0.025413469576969813,0.0026336310777127373,0.0002577691117066365,0.5606694560669456
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,742,153,0.03563900385268949,0.0022598138805457755,0.00017313686804734535,0.5566037735849056
top2_all_supportive_balanced,Top 2 All ETFs / Supportive Balanced RS,742,153,0.03563900385268949,0.0022598138805457755,0.00017313686804734535,0.5566037735849056
top1_all_risk_on_strict_rs,Top 1 All ETFs / Risk-on Strict RS,214,104,0.09422938138867372,0.004010224076239954,0.000168155875260772,0.5514018691588785
