variant_id,variant_name,active_weeks,active_share,total_trades,avg_trades_per_active_week,strategy_ann_return_net,spy_exposure_ann_return_net,ann_excess_vs_spy_exposure_net,spy_buy_hold_ann_return,ann_excess_vs_spy_buy_hold,strategy_max_drawdown,spy_exposure_max_drawdown,spy_buy_hold_max_drawdown,avg_week_return_net,avg_week_exposure_spy_net,avg_week_excess_net,win_rate_week,excess_win_rate_week,return_vol_week,excess_vol_week,sharpe_like_week,information_like_week,largest_ticker_share,largest_regime_share,largest_etf_subgroup_share
top2_sector_supportive_strict_rs,Top 2 Sector ETFs / Supportive Strict RS,118,0.4306569343065693,176,1.4915254237288136,0.05988609970320091,0.018540270414525217,0.041345829288675695,0.14272826501972635,-0.08284216531652544,-0.1619819180183948,-0.13505770188212363,-0.25360573583036905,0.0028563155179450145,0.0009170845390040953,0.0019392309789409198,0.559322033898305,0.5,0.022700637422277282,0.016883101805255547,0.12582534423205086,0.11486224517921557,0.3068181818181818,0.8181818181818182,1.0
top1_sector_supportive_strict_rs,Top 1 Sector ETFs / Supportive Strict RS,118,0.4306569343065693,118,1.0,0.04380586243886753,0.018540270414525217,0.02526559202434231,0.14272826501972635,-0.09892240258085883,-0.17862592665381405,-0.13505770188212363,-0.25360573583036905,0.0022133258246149604,0.0009170845390040953,0.0012962412856108657,0.5254237288135594,0.4915254237288136,0.024462488466334087,0.019191867589566716,0.09047835945476262,0.06754117490449663,0.3644067796610169,0.8305084745762712,1.0
top2_all_supportive_strict_rs,Top 2 All ETFs / Supportive Strict RS,124,0.45255474452554745,209,1.685483870967742,0.033409231930009664,0.009724236689595323,0.02368499524041434,0.14272826501972635,-0.10931903308971669,-0.1630652992319206,-0.13505770188212363,-0.25360573583036905,0.001637814473132349,0.0005100827246166077,0.0011277317485157419,0.5241935483870968,0.46774193548387094,0.021974675080775066,0.015827883366707114,0.07453190853161784,0.07124968780651048,0.24401913875598086,0.84688995215311,0.784688995215311
top1_all_supportive_strict_rs,Top 1 All ETFs / Supportive Strict RS,124,0.45255474452554745,124,1.0,0.031218488441361103,0.009724236689595323,0.02149425175176578,0.14272826501972635,-0.11150977657836525,-0.18793130917687306,-0.13505770188212363,-0.25360573583036905,0.0016038307919364865,0.0005100827246166077,0.0010937480673198791,0.5161290322580645,0.4838709677419355,0.024441900241100312,0.018783032860519404,0.06561808926948988,0.05823064227390347,0.33064516129032256,0.8387096774193549,0.9354838709677419
top2_all_supportive_balanced,Top 2 All ETFs / Supportive Balanced RS,153,0.5583941605839416,298,1.9477124183006536,0.03104189435739646,0.009149757959213911,0.02189213639818255,0.14272826501972635,-0.11168637066232989,-0.16471237352508006,-0.1286840903070101,-0.25360573583036905,0.0012602643051423464,0.0004136734299601229,0.0008465908751822245,0.5032679738562091,0.45098039215686275,0.020387174736176784,0.014668435761561488,0.061816525411244126,0.05771514351930481,0.26174496644295303,0.8523489932885906,0.7818791946308725
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,153,0.5583941605839416,153,1.0,0.02651512225300401,0.009149757959213911,0.017365364293790098,0.14272826501972635,-0.11621314276672234,-0.2065722370931753,-0.1286840903070101,-0.25360573583036905,0.0011839883684853713,0.0004136734299601229,0.0007703149385252492,0.5228758169934641,0.49019607843137253,0.02380279559653706,0.018775470657273755,0.04974156769457884,0.04102772988153155,0.3464052287581699,0.8366013071895425,0.9150326797385621
top1_broad_supportive_trend,Top 1 Broad ETFs / Supportive Trend,133,0.4854014598540146,133,1.0,0.02384684016136429,0.010042429041588363,0.013804411119775928,0.14272826501972635,-0.11888142485836206,-0.1768841849202214,-0.15489729622663873,-0.25360573583036905,0.0011071447807887032,0.0004901079128568081,0.0006170368679318957,0.5263157894736842,0.3233082706766917,0.018600608631681437,0.008465165766063652,0.059521965259941106,0.07289129179319322,0.6691729323308271,0.9022556390977443,1.0
top1_all_risk_on_strict_rs,Top 1 All ETFs / Risk-on Strict RS,104,0.3795620437956204,104,1.0,0.01623820932586173,0.01964992582808578,-0.003411716502224049,0.14272826501972635,-0.12649005569386462,-0.18874856113424776,-0.10350317487516003,-0.25360573583036905,0.001110446392940963,0.0010845932564905385,2.585313645042544e-05,0.49038461538461536,0.46153846153846156,0.024331040029950388,0.01731394655452032,0.04563908454279203,0.0014931971962034104,0.3942307692307692,1.0,0.9230769230769231
