variant_id,variant_name,review_week,gross_return,strategy_return_net,spy_exposure_return_net,trade_count
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-08-06,0.0008394994336826667,-0.0011605005663173334,0.0057516401931321254,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-08-13,0.004839021700874024,0.0028390217008740243,-0.007741002868414058,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-08-20,-0.01087352671297026,-0.01287352671297026,0.01354045217448774,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-08-27,0.008607598799693417,0.006607598799693417,0.00428536717882433,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-09-03,-0.013732789924184585,-0.015732789924184587,-0.016346252742645118,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-10-15,0.0108145632667489,0.0088145632667489,0.014260345121663855,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-10-22,-0.008282994580102065,-0.010282994580102066,0.011528436063006133,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-10-29,0.050261003813673044,0.04826100381367304,0.018206856351218104,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-11-05,-0.035359279631437146,-0.03735927963143715,-0.004689283010496313,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-11-12,0.03744052767154038,0.03544052767154038,0.0014670012473627665,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-11-19,-0.019771037328460306,-0.021771037328460308,-0.011149285356691683,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-12-10,-0.040027446274894074,-0.042027446274894076,-0.025091293161168426,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-12-24,0.011414187387345898,0.009414187387345898,0.00726473713347864,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2021-12-31,-0.0464191448255008,-0.048419144825500804,-0.020675246919248047,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-03-18,0.06591774401232442,0.06391774401232442,0.016379406167678745,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-03-25,-0.021460348462301604,-0.023460348462301606,-0.0014919017758561175,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-04-01,0.032052962612995506,0.030052962612995504,-0.013812253698012643,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-04-08,0.01873504195447584,0.016735041954475838,-0.02344917207680841,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-07-22,0.019795055296802477,0.017795055296802476,0.040775048857554674,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-07-29,0.009089207829615198,0.007089207829615198,0.0015923469535901198,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-08-05,0.03408195597786823,0.032081955977868226,0.030964918476726444,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-08-12,-0.014007444126394653,-0.016007444126394654,-0.013613185165527673,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-08-19,-0.04685731606705956,-0.048857316067059564,-0.04186832924109307,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-10-28,0.024313704974177064,0.022313704974177062,-0.034568976576961896,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-11-11,-0.01610651824587006,-0.018106518245870062,-0.008223208766541921,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-11-18,0.00020109254400102472,-0.0017989074559989753,-0.002302995019461627,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-11-25,0.010167806004611979,0.008167806004611979,0.009383732862827678,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2022-12-02,-0.03185773554086968,-0.03385773554086968,-0.03549636224262165,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-01-13,-0.023326170320165818,-0.02532617032016582,0.0033450561676600116,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-01-27,0.009379314554148754,0.007379314554148754,0.014441563666327985,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-02-03,-0.00980460850503373,-0.01180460850503373,-0.012452279604215131,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-02-10,-0.00398915471659389,-0.00598915471659389,-0.003911574264686355,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-03-31,-0.013376525310584197,-0.015376525310584198,-0.0014626866917750708,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-04-07,0.001635024528246598,-0.000364975471753402,0.005991370742593151,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-04-14,-0.006152562788691807,-0.008152562788691807,-0.002630313856938347,1
