variant_id,variant_name,action_role,ticker,sample_size,avg_fwd_15d_return,avg_excess_15d_return,win_rate_15d
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,BKNG,2,0.0046618182272255,-0.01422651891122545,0.5
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,BMY,2,0.018242124745183164,0.02697409457955896,0.5
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,CVX,2,0.03237625251752452,0.058393201961467744,1.0
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,EMR,2,-0.006746476280308722,-0.012601981540745044,0.5
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,GILD,2,0.12896616598795207,0.16422783420609088,1.0
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,UNP,2,-0.027683244120548345,0.03479541938469399,0.0
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,ABBV,1,-0.009383568526870278,-0.029678092402476097,0.0
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,BRK-B,1,0.0069697637083749875,-0.010350239889223234,1.0
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,HD,1,0.08982638845994306,0.025967459660090286,1.0
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,JNJ,1,0.004217757230183139,-0.018558593762418862,1.0
risk_on_confirmed_controlled,Risk-On + Confirmed Controlled Pullback,live_buy_pullback,XOM,1,-0.04422961797410174,-0.04920240628256045,0.0
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,MS,57,0.00887500198616268,0.0012478968970290123,0.5614035087719298
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,BNY,53,0.019342709068372124,0.007746901037413347,0.7547169811320755
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,BAC,52,-0.001805431556575376,-0.01165295481030269,0.5384615384615384
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,C,51,0.005385010902949956,-0.0012121397042823927,0.45098039215686275
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,LRCX,51,0.03518782736763865,0.025430783487740624,0.6470588235294118
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,CAT,50,0.030379566447797587,0.02199847506483247,0.6
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,AXP,49,0.004369622743466002,-0.007981637327898992,0.5714285714285714
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,ORCL,49,0.018662510063665066,0.006707228738427999,0.5306122448979592
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,AVGO,48,0.020319756696328458,0.009104511870829167,0.6041666666666666
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,JPM,48,-0.012710332379057032,-0.020189838928963023,0.4375
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,GE,47,0.014874098086897342,0.013764026109792236,0.574468085106383
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,GS,47,0.008467048522998368,0.0027326465658079895,0.5531914893617021
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,MSFT,47,0.0030033063497350494,-0.006574249254868076,0.5957446808510638
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,ACN,44,-0.02238978605386257,-0.022187777362218327,0.4772727272727273
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,AMZN,43,-0.014886531802877875,-0.0208716918146833,0.4186046511627907
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,NOW,43,0.009042131571746116,0.001984314940279704,0.6046511627906976
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,WFC,42,-0.0038868486177233495,-0.009343975841371668,0.5714285714285714
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,AAPL,41,0.020666848541224126,0.014622452088422673,0.6341463414634146
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,COF,40,-0.009243455128541498,-0.01661533193153085,0.425
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,CRM,40,0.013024311543073635,0.0033116034914961153,0.575
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,ISRG,40,0.017242027186792946,0.010944793878586902,0.7
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,GM,39,0.0014862587076102279,-0.012887908811822432,0.46153846153846156
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,LLY,39,0.03273670053356154,0.026310877137773046,0.6410256410256411
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,TMO,39,-0.006187789907949528,-0.006905128495948937,0.5641025641025641
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,CSCO,38,0.010235099902606588,0.008793576372462671,0.5789473684210527
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,RTX,37,0.017911888499205577,0.017986378569683294,0.7297297297297297
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,IBM,36,0.006510945270495499,0.003585303304408168,0.5
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,SCHW,36,0.009658853962144708,0.009149108563357896,0.5277777777777778
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,AMAT,35,0.014249762910015812,0.011075669641808892,0.5714285714285714
shallow_confirmed_reset,Shallow Confirmed Reset,live_buy_pullback,EMR,35,0.005067469770280966,4.9037864222171e-05,0.5142857142857142
